Name,player_id,year,ab,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4
"Leasure, Jordan",673929,2024,120,18.3,12.7,0.243,0.424,0.336,0.357,34.0,7.2,9.3,20.6,33.0,25.8,4.1,35.1,93.544683053,72.2,20.5,23.9,45.5,CWS,6.2,0.051666666666666666,0.44243226186497575,-1.743024109109719,-1.3381457378637918,1.140432668361767
"Moll, Sam",594580,2024,134,25.0,9.2,0.194,0.319,0.265,0.307,27.6,6.1,6.1,17.3,27.6,37.8,5.1,36.7,93.818633125,63.8,19.2,25.5,42.3,CIN,3.3,0.02462686567164179,-3.158026156622618,0.47272362799351575,-0.298552758808898,1.618114965172567
"Daniel, Davis",669721,2024,127,20.9,4.5,0.278,0.422,0.321,0.385,39.4,10.1,3.0,28.3,29.3,21.2,8.1,39.4,93.91111303,67.2,14.5,32.1,32.1,LAA,4.2,0.03307086614173228,1.1584464788726896,-0.11051893163324178,-1.4743787461216014,-2.033906205618905
"Woo, Bryan",693433,2024,454,21.4,2.8,0.22,0.339,0.257,0.31,29.9,4.8,6.2,22.5,32.4,29.6,4.2,35.2,93.508315157,70.2,16.8,29.6,46.2,SEA,9.8,0.021585903083700442,-2.615371440066903,-0.0998652936725683,-1.0408286051965931,-1.5098337136511164
"Wilson, Steven",621051,2024,128,20.9,16.0,0.246,0.438,0.352,0.395,34.0,12.0,4.0,27.0,37.0,10.0,10.0,31.0,92.836285052,69.4,20.2,22.7,38.6,CWS,8.1,0.06328125,0.979144431590468,-2.825735475129198,-3.057245925653844,1.7701960344574073
"McGough, Scott",543518,2024,124,16.7,14.0,0.261,0.491,0.367,0.387,34.0,11.7,7.8,19.4,27.2,33.0,1.0,41.7,94.634885049,71.8,19.1,25.4,43.8,AZ,7.0,0.056451612903225805,2.6997490423812494,-1.1169972668856563,0.029797656948168105,2.020623113227706
"Howard, Spencer",675921,2024,128,18.8,9.7,0.272,0.465,0.352,0.399,35.0,8.7,8.7,27.2,29.1,19.4,5.8,44.7,95.3186395,73.5,21.8,24.3,32.2,CLE,6.1,0.04765625,2.9843329046435345,-1.363063021834909,-0.23439652282653853,-0.4712563818489599
"Cantillo, Joey",676282,2024,147,27.0,9.2,0.224,0.394,0.303,0.376,30.8,7.7,6.7,26.0,22.1,33.7,3.8,40.4,93.98513835,64.0,22.3,23.5,54.1,CLE,5.5,0.03741496598639456,-0.6659669796895415,-0.015702671250560997,1.4704289515730145,1.1209415919788601
"Tinoco, Jesus",622786,2024,147,25.9,7.4,0.21,0.345,0.279,0.336,28.6,6.7,4.8,24.8,28.6,30.5,3.8,33.3,93.22449375,68.5,22.3,28.4,36.7,MIA,3.9,0.026530612244897958,-2.47767308881591,-0.3665867926974191,-0.7951056111475271,-0.4170365269456912
"Hamilton, Ian",641656,2024,142,25.2,8.6,0.248,0.353,0.301,0.354,34.3,3.8,2.9,31.4,27.6,32.4,1.9,37.1,93.768760381,66.4,22.7,35.4,60.5,NYY,2.0,0.014084507042253521,-1.9738046202725832,0.19861241914809788,1.6400376719702225,-1.6702080725188384
"Webb, Logan",657277,2024,783,20.5,5.9,0.272,0.412,0.32,0.38,32.1,7.0,6.3,26.4,12.5,42.1,5.5,46.2,95.233452829,60.9,11.9,33.0,35.7,SF,11.9,0.015197956577266922,0.9017671211516821,3.4644192819120083,1.540553803928337,-0.8483512755581133
"Blalock, Bradley",687134,2024,126,13.6,13.6,0.295,0.482,0.384,0.395,42.5,10.4,10.4,23.6,25.5,26.4,2.8,47.2,95.306191714,68.4,15.9,23.2,35.5,COL,3.9,0.03095238095238095,4.379864595580322,-0.1561231384874051,0.1492438746124709,0.9333463336656709
"Saucedo, Tayler",642048,2024,146,22.9,10.8,0.214,0.307,0.275,0.307,25.9,4.6,2.8,24.1,22.2,38.0,7.4,27.8,92.556282336,60.4,19.0,34.5,40.8,SEA,3.0,0.02054794520547945,-4.356993343493616,1.8495983686249584,-1.1857652667937286,0.3357358988865998
"Poche, Colin",621363,2024,138,21.6,8.5,0.234,0.413,0.304,0.358,28.0,8.4,4.7,21.5,38.3,25.2,1.9,42.1,94.799158095,71.5,17.3,25.4,40.0,TB,6.6,0.047826086956521734,0.36887315718789315,-1.401818959939502,-0.7017042434292972,0.6982214415925577
"Ryan, Joe",657746,2024,507,27.3,4.3,0.208,0.352,0.264,0.337,33.6,8.5,6.6,20.1,32.0,29.2,3.3,36.6,93.914347298,68.0,21.4,30.1,40.7,MIN,19.3,0.03806706114398422,-1.886589664833402,-1.5145090261085323,-0.2068256855176476,-0.6802763165343771
"Anderson, Nick",623433,2024,135,19.0,9.8,0.268,0.456,0.346,0.391,37.0,7.4,9.3,27.8,25.0,28.7,1.9,38.0,93.902136852,63.4,19.4,22.7,36.7,KC,5.2,0.03851851851851852,1.8938930301285082,0.23124165914560463,-0.36245566280806146,0.3710823257144425
"Snider, Collin",676092,2024,156,27.8,7.7,0.251,0.4,0.308,0.403,37.6,10.1,4.6,29.4,27.5,22.9,4.6,36.7,93.378800187,74.4,25.7,30.1,41.6,SEA,5.2,0.03333333333333333,0.033452384206233324,-2.063526551848385,0.12431486121620328,-1.793234696371106
"Díaz, Edwin",621242,2024,192,38.9,9.3,0.166,0.284,0.246,0.341,32.1,7.3,7.3,22.0,26.6,31.2,5.5,30.3,92.653119817,68.4,28.6,30.7,57.9,NYM,7.1,0.03697916666666667,-4.783983886990492,-2.5864737751221587,1.3429950916423194,0.12859475574849108
"Vieira, Thyago",600986,2024,147,22.0,14.7,0.24,0.443,0.35,0.391,35.5,10.0,4.5,24.5,28.2,29.1,3.6,45.5,94.877831101,62.2,17.5,23.5,44.7,AZ,7.2,0.0489795918367347,1.8126799182387874,-0.3256087371556964,0.7165609982564828,2.5640670298019423
"Greene, Hunter",668881,2024,526,27.7,9.3,0.188,0.302,0.271,0.307,29.0,5.2,5.7,20.5,38.8,26.0,3.8,32.5,93.167150497,72.6,22.0,29.2,48.3,CIN,10.5,0.019961977186311788,-3.8074748175608137,-2.014425836074755,-0.8690982936870947,-0.10996799578413634
"Nastrini, Nick",680897,2024,137,14.9,20.7,0.238,0.462,0.381,0.367,30.6,12.6,7.2,18.9,35.1,22.5,3.6,31.5,93.450647928,63.3,17.6,23.1,50.5,CWS,6.6,0.04817518248175182,1.1179289703348214,-1.6904677478359154,-1.7839328905130714,4.429610656397295
"Mazur, Adam",800049,2024,133,13.9,13.3,0.277,0.433,0.36,0.363,38.1,6.2,6.2,30.1,34.5,22.1,0.9,38.9,94.167105398,69.2,11.9,20.7,38.1,SD,5.0,0.03759398496240601,2.4908221673715056,0.0031399566270528673,-1.6661220925648745,0.5892492085832468
"Long, Sam",669674,2024,156,25.0,9.7,0.236,0.391,0.309,0.373,30.7,7.9,4.4,21.9,27.2,32.5,5.3,33.3,93.262469911,68.3,18.2,28.1,49.5,KC,5.0,0.03205128205128205,-1.2969577268037416,-0.2557676569917378,-0.49953528100899486,0.6154502554480746
"Stratton, Hunter",676702,2024,145,20.9,4.4,0.233,0.355,0.282,0.328,32.2,6.1,3.5,25.2,32.2,26.1,6.1,31.3,93.397733694,72.1,19.3,32.4,45.3,PIT,0.9,0.006206896551724138,-2.448013410379659,-0.3242684507244436,-1.3791649689332224,-2.1304599080370243
"Swanson, Erik",657024,2024,153,22.0,8.3,0.271,0.466,0.347,0.414,38.8,12.1,7.8,27.6,21.6,28.4,2.6,50.0,95.443421034,73.6,15.8,29.2,41.2,TOR,7.7,0.05032679738562092,3.6427633885791932,-0.7375068925169638,1.6545883596391582,-0.8084058872766784
"Lynch IV, Daniel",663738,2024,154,22.3,8.6,0.213,0.381,0.304,0.342,30.8,9.4,6.8,17.1,26.5,35.9,4.3,47.9,94.734464444,65.9,17.4,26.0,57.5,KC,7.4,0.048051948051948054,-0.35253049513861695,-0.3706696839134858,1.3810313433157082,1.9593447539080606
"Megill, Trevor",656730,2024,165,27.3,7.7,0.209,0.327,0.262,0.334,36.4,7.6,6.8,22.9,35.6,25.4,1.7,42.4,94.490318205,70.1,15.0,32.8,64.4,MIL,5.3,0.03212121212121212,-1.5987695222157972,-1.9932558683993156,1.5598498623418082,-0.6391127715365196
"Lorenzen, Michael",547179,2024,468,18.1,11.0,0.243,0.413,0.329,0.352,32.2,8.0,8.6,20.4,27.9,31.1,3.8,39.4,94.185249946,67.7,16.8,23.9,38.2,KC,16.2,0.03461538461538462,0.5729372755334323,0.01738398346152954,-0.7832458946057975,1.2689779198752043
"Garrett, Braxton",666129,2024,152,21.1,2.5,0.268,0.438,0.324,0.389,31.4,8.5,8.5,25.4,16.9,39.0,1.7,48.3,96.042057521,64.4,10.0,30.7,46.7,MIA,5.4,0.035526315789473684,2.1581733616761043,2.1061059528637993,2.3029952304055405,-0.8849982374964734
"Honeywell Jr., Brent",641703,2024,132,12.0,8.0,0.281,0.422,0.339,0.348,39.0,5.1,8.5,26.3,24.6,29.7,5.9,39.8,93.884121293,67.7,10.8,22.3,30.2,,0.0,0.0,1.4238288686996436,2.1369326061133913,-1.8835248082124019,-0.7935360256002743
"Marsh, Alec",679525,2024,493,22.4,7.1,0.264,0.453,0.341,0.407,38.0,9.6,8.6,24.9,24.6,27.3,4.5,40.9,94.623945041,67.4,14.4,27.4,46.4,KC,19.4,0.039350912778904665,2.073456623306886,-0.32908891881519453,0.4862627727725124,-0.35137510033907826
"Montero, Rafael",606160,2024,141,14.0,11.6,0.269,0.467,0.364,0.373,36.1,10.1,6.7,23.5,26.1,31.1,2.5,42.0,94.228808319,70.1,12.4,26.8,28.3,HOU,6.9,0.04893617021276596,2.816265061797748,0.383103673767782,-1.3960567114725495,0.6461784279582279
"Ferguson, Tyler",621053,2024,180,30.0,11.6,0.212,0.361,0.297,0.373,31.9,8.4,5.0,20.2,32.8,30.3,3.4,38.7,94.017449661,65.5,22.4,28.5,37.8,OAK,5.0,0.027777777777777776,-1.4633179309736255,-1.2906933511191312,0.28928912116742855,1.1057604486767412
"Black, Mason",696131,2024,149,18.3,8.9,0.283,0.497,0.373,0.421,37.5,10.0,5.8,26.7,31.7,21.7,4.2,40.8,94.468099664,68.1,11.4,27.4,28.9,SF,6.2,0.04161073825503356,3.443070056055141,-0.2718637295070769,-1.4907664844248343,-0.3832738683637448
"Kremer, Dean",665152,2024,493,22.2,9.2,0.239,0.423,0.326,0.381,31.1,9.8,4.0,22.6,27.4,30.6,4.8,35.4,93.507892033,65.1,17.1,27.3,38.0,BAL,20.7,0.04198782961460446,-0.007694284805693341,-0.016569472621846812,-1.1241798577073892,0.9228454928505451
"Yates, Kirby",489446,2024,203,35.9,11.8,0.145,0.214,0.212,0.262,16.5,4.1,2.5,18.2,33.1,36.4,5.8,33.1,93.213497355,67.6,28.6,32.8,42.9,TEX,3.6,0.017733990147783252,-7.533500326040926,-0.9106291898770564,0.2734162116158824,1.2124467568506152
"Matthews, Zebby",805673,2024,164,24.3,6.2,0.278,0.532,0.37,0.467,38.0,14.0,5.8,26.4,24.0,28.9,0.8,42.1,94.314896529,71.8,15.3,27.3,47.9,MIN,11.1,0.0676829268292683,4.108476506113037,-1.3778336700203229,0.7603528032561122,-0.2206494046777806
"Morgan, Eli",669212,2024,152,20.4,6.6,0.2,0.3,0.247,0.276,28.9,2.5,5.8,21.5,38.0,23.1,9.1,28.1,92.249199328,69.6,16.5,36.3,42.1,CLE,3.1,0.020394736842105264,-4.824094646775636,-0.6703187179411688,-2.9440376316840187,-1.7867988381013236
"Phillips, Tyler",663969,2024,150,17.5,4.4,0.293,0.52,0.369,0.43,38.2,13.8,5.7,22.0,20.3,35.0,3.3,40.7,94.808056748,72.1,14.2,33.9,37.0,PHI,8.1,0.054,3.7004054575562293,0.019618661591826125,-0.05877211232998743,-1.187342208724406
"Freeland, Kyle",607536,2024,460,17.3,5.3,0.279,0.481,0.345,0.398,34.7,10.6,7.1,22.5,26.5,29.4,3.7,40.7,94.84659904,70.6,9.8,28.9,35.3,COL,21.0,0.04565217391304348,2.8233589819964697,0.27919345577441324,-0.8925255759662692,-0.6499675826427744
"Kimbrel, Craig",518886,2024,192,31.5,13.4,0.218,0.381,0.32,0.405,37.4,10.6,4.9,24.4,30.9,27.6,1.6,43.1,94.92765877,64.3,21.3,22.3,57.8,BAL,8.0,0.041666666666666664,0.4852566528299503,-1.9472675432256277,2.2172571948431368,2.3031326265521574
"Miller, Mason",695243,2024,225,41.8,8.4,0.15,0.225,0.206,0.306,28.5,5.7,4.9,25.2,32.5,28.5,3.3,32.5,92.801441301,66.9,29.1,37.4,60.3,OAK,3.9,0.017333333333333333,-6.736461725433133,-2.628002263259743,2.1086092767334272,-1.056126323443986
"Steele, Justin",657006,2024,506,24.3,6.7,0.212,0.303,0.258,0.304,30.9,4.2,4.7,23.2,28.8,31.9,7.1,33.2,93.083319918,68.2,17.3,29.2,43.9,CHC,11.9,0.02351778656126482,-3.4870532435474675,0.359968813102612,-1.1777473733467136,-0.6744862573354172
"Booser, Cam",592155,2024,164,23.5,8.7,0.228,0.375,0.293,0.347,38.7,8.1,5.6,22.6,39.5,18.5,5.6,36.3,93.842475574,70.6,22.0,34.3,43.6,BOS,4.9,0.029878048780487807,-1.1550584406099775,-2.6990455619002995,-0.8582287896203638,-1.2857231955811679
"Latz, Jacob",656641,2024,162,20.8,14.1,0.242,0.432,0.342,0.382,30.6,8.9,5.6,26.6,29.8,20.2,8.1,40.3,93.997906281,68.4,20.2,29.7,43.9,TEX,6.3,0.03888888888888889,0.48006356004452544,-1.0912023281218117,-0.4105728085169421,0.6889695336428902
"Gordon, Tanner",685299,2024,149,16.3,3.8,0.31,0.512,0.368,0.424,34.4,8.0,4.0,28.8,28.0,27.2,4.0,36.8,94.303805328,72.3,14.8,31.7,30.2,COL,8.7,0.05838926174496644,3.1898337922110236,0.2839181051505979,-1.6996234664889018,-2.233077624091637
"Chapman, Aroldis",547973,2024,222,37.1,14.4,0.165,0.282,0.269,0.344,31.0,7.1,5.6,21.4,27.0,35.7,2.4,41.3,94.663313548,62.1,23.7,26.4,53.1,PIT,5.5,0.024774774774774775,-3.214785526446834,-1.0226513014881498,2.827334765448723,2.433247737216621
"Sánchez, Sixto",664350,2024,142,10.5,8.6,0.277,0.426,0.345,0.344,29.7,6.3,4.7,24.2,23.4,36.7,4.7,43.8,94.492488254,67.1,9.5,22.8,25.8,MIA,3.9,0.027464788732394364,1.6810640314874037,2.97142379027722,-1.8331295801040686,0.6374527189963068
"Oller, Adam",670124,2024,165,19.0,11.6,0.234,0.411,0.329,0.353,28.7,8.5,3.9,24.0,35.7,24.0,3.1,38.8,94.207483228,63.0,12.5,26.1,40.4,MIA,7.8,0.04727272727272727,0.3651714575576648,-0.18703259848903536,-1.3528900339725913,1.71473956053116
"Dubin, Shawn",681869,2024,176,23.7,12.6,0.22,0.338,0.308,0.341,31.5,7.7,5.4,23.8,23.8,35.4,3.8,42.3,94.306383488,63.2,18.9,23.5,44.7,HOU,1.9,0.010795454545454546,-1.1302032073193606,0.9499794563820168,0.9090791185985702,1.78203373955902
"Pivetta, Nick",601713,2024,554,28.9,6.1,0.221,0.407,0.291,0.385,38.9,10.1,8.0,22.5,32.1,23.3,3.4,38.9,93.96201671,69.0,15.4,30.0,50.9,BOS,27.6,0.049819494584837545,0.11480548604138907,-2.3049618225858226,0.39094629459912456,-0.5879689471808363
"Arrighetti, Spencer",681293,2024,557,27.1,10.3,0.229,0.384,0.311,0.378,38.3,7.7,8.2,24.7,30.8,24.9,3.6,39.8,94.124621851,66.7,18.9,26.9,50.3,HOU,17.9,0.03213644524236984,-0.05994838939202271,-1.4802796946407606,0.7752407400093143,0.1960691183319402
"Ramírez, Yohan",670990,2024,175,21.6,8.2,0.252,0.386,0.328,0.364,29.9,6.7,6.0,23.9,23.9,34.3,4.5,34.3,93.79945093,59.8,15.7,24.4,46.8,BOS,4.4,0.025142857142857144,-0.5824721714772756,1.5267998864315506,-0.3611121314798451,1.1235408415737458
"Sims, Lucas",608371,2024,179,22.8,14.0,0.223,0.384,0.321,0.349,32.8,9.7,8.2,22.4,37.3,13.4,9.0,31.3,92.992474394,65.7,16.4,30.0,43.4,BOS,7.2,0.04022346368715084,-0.9961119653454331,-2.2840910822811717,-2.155434785604076,0.9843500024794931
"Weems, Jordan",607179,2024,170,17.9,12.2,0.257,0.433,0.348,0.372,33.3,8.9,6.7,23.0,28.9,25.9,6.7,43.0,94.783032331,71.6,14.6,25.6,37.0,WSH,6.0,0.03529411764705882,1.6884180921473806,-0.2310622417260554,-0.7623022226309693,0.7603578368689259
"Jansen, Kenley",445276,2024,194,28.4,9.2,0.208,0.352,0.28,0.351,36.3,11.1,4.4,19.3,40.7,23.0,1.5,37.0,94.007212015,67.4,19.9,24.9,53.6,BOS,5.8,0.029896907216494843,-1.3406537198333652,-2.8277375729716736,-0.04902324948022739,1.22714034478935
"Curry, Xzavion",675540,2024,164,16.3,4.1,0.276,0.503,0.344,0.399,38.0,10.9,10.2,25.5,38.0,12.4,2.9,43.1,94.509368321,72.6,16.9,26.4,34.6,MIA,8.9,0.05426829268292683,3.5846581199328647,-2.5405196810134445,-1.4790332759294988,-1.5587288642149388
"Holderman, Colin",670059,2024,188,25.1,11.2,0.214,0.37,0.315,0.362,37.2,10.9,3.6,21.9,29.2,28.5,5.8,38.0,93.662995956,66.0,19.1,25.8,55.3,PIT,5.8,0.030851063829787233,-0.8849161950569729,-1.18264273979304,0.1697738127208936,1.5059751832958845
"Brown, Ben",676962,2024,197,28.8,8.6,0.231,0.395,0.315,0.407,34.1,10.9,9.4,23.9,27.5,26.1,2.2,51.4,95.668522336,62.8,21.5,28.6,55.2,CHC,6.7,0.03401015228426396,1.1792349542640648,-1.4775861509156993,3.3683797887507367,0.6765752060797802
"Barlow, Scott",605130,2024,204,28.2,12.9,0.231,0.363,0.315,0.378,33.3,5.8,2.9,26.1,23.2,36.2,5.8,32.6,93.298851159,64.5,19.4,27.0,57.4,CLE,6.0,0.029411764705882353,-1.8420041916146148,0.4606282831566767,0.6202871475950897,1.20158617678346
"Brazobán, Huascar",623211,2024,189,23.5,11.5,0.226,0.318,0.296,0.325,33.3,4.3,5.1,21.0,23.9,37.0,8.0,24.6,91.723285328,68.6,20.1,31.9,47.8,NYM,2.3,0.012169312169312168,-3.9736045951253582,0.5195185131879406,-1.6581014280528243,-0.14131882316870842
"Turnbull, Spencer",605513,2024,197,26.1,9.0,0.229,0.38,0.311,0.371,33.1,7.2,5.8,25.2,23.7,36.0,2.2,42.4,93.732989209,62.9,15.2,25.4,46.8,PHI,5.7,0.028934010152284265,-0.3980861608109717,0.8653308383760266,0.8850432258041696,0.851650975470927
"Thielbar, Caleb",573204,2024,188,24.5,11.1,0.239,0.393,0.315,0.376,34.5,10.1,5.0,23.7,28.8,28.8,3.6,33.8,93.819488613,68.7,21.0,26.7,34.8,MIN,7.1,0.03776595744680851,-0.09578504246279809,-1.0069169406306355,-0.7863004366581464,0.5724704202084611
"Smith, Will",519293,2024,165,15.6,8.1,0.284,0.475,0.356,0.392,40.3,8.6,8.6,25.2,33.1,18.0,6.5,30.9,93.165260584,65.3,16.5,27.9,41.3,KC,8.9,0.05393939393939394,1.8856102349703001,-1.252382537886262,-2.500631760681602,-0.5437660874746115
"Duran, Jhoan",661395,2024,204,28.9,6.6,0.208,0.287,0.259,0.322,28.4,3.5,3.5,23.4,13.5,48.2,7.1,36.2,93.699657153,69.0,26.0,28.0,50.8,MIN,4.5,0.022058823529411766,-4.076514562163669,1.689296944997007,1.4991813394273896,-0.2112673337732356
"Strahm, Matt",621381,2024,217,33.3,4.6,0.188,0.309,0.243,0.327,36.2,7.1,8.5,20.6,36.9,23.4,3.5,37.6,93.952678214,70.0,22.0,32.0,39.3,PHI,3.6,0.016589861751152075,-2.956596410519478,-2.5616718519437853,0.2734484545086191,-1.6744036694897144
"Bernardino, Brennan",657514,2024,195,24.8,9.7,0.233,0.376,0.305,0.365,33.8,7.0,8.5,23.2,19.7,33.8,6.3,37.3,93.716571825,62.6,18.1,23.5,33.7,BOS,6.0,0.03076923076923077,-0.524932312410297,0.9377500245542049,-0.2675963213600184,0.8922387990760972
"Johnson, Pierce",572955,2024,209,28.4,10.6,0.224,0.368,0.302,0.374,33.8,8.5,6.3,23.2,23.9,35.9,2.1,39.4,94.027184296,61.0,18.8,27.5,50.8,ATL,4.8,0.022966507177033493,-0.9975683811173234,0.21175685425319096,1.5483670406318086,1.2397348498701333
"Mlodzinski, Carmen",669387,2024,184,22.0,9.1,0.227,0.336,0.284,0.319,29.6,2.8,6.3,22.5,31.0,35.2,1.4,35.2,93.818028357,70.1,19.3,27.4,42.6,PIT,2.9,0.01576086956521739,-2.27767976141263,0.3562546867801703,-0.417533669074346,-0.21654694366086136
"Ortiz, Luis",682847,2024,500,19.2,7.6,0.24,0.425,0.32,0.361,34.9,8.8,6.5,20.9,28.9,31.9,2.8,37.7,94.10121864,69.9,14.5,24.5,40.7,,0.0,0.0,0.1917041319574831,0.3369013982915745,-0.7491076231409205,0.09366057193682814
"Keller, Brad",641745,2024,175,16.7,7.8,0.252,0.444,0.334,0.366,30.1,10.5,3.5,19.6,23.8,37.1,4.9,39.2,94.317402908,67.0,13.6,27.0,37.7,BOS,7.9,0.045142857142857144,0.9088964295654484,1.093746587589793,-1.0713866025546293,1.1706328244320117
"Roupp, Landen",694738,2024,190,21.7,12.0,0.241,0.356,0.311,0.342,35.0,4.9,9.1,23.1,23.1,35.7,4.2,39.2,94.250249085,57.5,17.4,26.7,40.0,SF,1.7,0.008947368421052631,-0.8971765173007211,1.6338010741967848,0.5599164300279067,1.0948393986531677
"Sandlin, Nick",680704,2024,207,27.6,11.0,0.222,0.413,0.326,0.402,29.0,11.0,5.5,22.8,30.3,26.2,4.1,42.8,95.121476028,69.8,24.0,28.8,52.5,CLE,10.7,0.051690821256038647,0.4121984720972506,-2.1867938036345844,1.6240296120690916,1.1607612229482052
"Rodríguez, Randy",678495,2024,196,24.0,8.1,0.207,0.342,0.278,0.32,26.0,7.5,3.4,19.2,32.2,31.5,6.2,37.7,93.790205,67.2,21.6,30.1,46.3,SF,4.4,0.022448979591836737,-2.94079479439279,-0.4335592728625053,-0.4344783244876554,0.6038142435486342
"López, Jorge",605347,2024,196,23.1,8.3,0.22,0.375,0.294,0.342,28.1,8.2,5.5,19.2,22.6,36.3,8.2,39.7,94.215008042,59.9,15.0,24.6,45.2,CHC,6.1,0.031122448979591835,-1.3763259144088633,1.4136239940232171,-0.11028594926616664,1.9515570425841007
"Montgomery, Jordan",656756,2024,478,15.6,8.3,0.287,0.443,0.347,0.382,36.6,6.0,8.2,26.9,23.4,29.4,5.7,41.0,94.218289135,70.3,17.7,33.2,42.1,AZ,15.1,0.03158995815899582,1.5094673023741663,0.5185342020084462,-0.06938301488987765,-1.6845507833898656
"Hader, Josh",623352,2024,251,37.8,9.0,0.173,0.328,0.257,0.364,33.3,10.2,4.8,19.7,35.4,25.2,4.8,38.8,94.450776,75.7,32.7,33.4,57.9,HOU,11.1,0.044223107569721115,-3.0359475833899845,-4.64523478099644,2.185401964016213,-0.27745028649354286
"Ruiz, José",614179,2024,196,24.0,7.8,0.253,0.407,0.314,0.382,28.6,8.2,6.1,27.9,21.1,34.0,2.0,42.2,94.637615655,70.8,16.9,32.3,49.3,PHI,6.9,0.03520408163265306,0.3748049905839336,0.45121931913200886,1.5974281920268911,-0.8361851558764036
"Leahy, Kyle",681517,2024,178,17.3,5.2,0.259,0.44,0.322,0.366,33.3,6.1,10.9,23.8,26.5,29.9,2.7,43.5,94.532200616,72.5,14.6,30.4,42.2,STL,3.0,0.016853932584269662,1.095518975009398,0.2913317959306387,0.23597474680810143,-1.7464112175750128
"Phillips, Evan",623465,2024,207,27.6,7.5,0.225,0.349,0.282,0.356,36.1,6.1,4.1,22.4,31.3,29.3,6.8,32.7,92.767791301,64.9,17.4,27.9,54.1,LAD,6.4,0.03091787439613527,-2.416450151687946,-0.6205425120282743,-0.7399552893559866,0.05341349211424778
"Wicks, Jordan",696136,2024,189,19.8,9.4,0.267,0.45,0.347,0.394,35.8,8.8,7.4,25.7,24.3,30.4,3.4,39.9,94.331509178,72.2,15.3,31.7,38.8,CHC,9.3,0.04920634920634921,1.93077500923715,-0.257077037212459,-0.07955444453091295,-0.788570344066185
"Bivens, Spencer",702352,2024,188,18.3,5.4,0.246,0.433,0.311,0.359,28.1,7.8,6.5,20.9,21.6,39.2,3.9,36.6,93.736214211,65.8,15.7,23.5,28.2,SF,8.5,0.04521276595744681,0.23883304142807424,1.5986337488905173,-1.541223828679292,0.6455619213741589
"Estévez, Carlos",608032,2024,198,23.6,5.7,0.22,0.391,0.278,0.347,38.9,10.1,5.4,19.5,37.6,23.5,4.0,42.3,94.476650872,72.3,22.3,24.4,39.3,PHI,6.3,0.031818181818181815,-0.20898213889607628,-2.454857368753055,-0.6084740321816648,-0.2610631772676796
"Anderson, Justin",605121,2024,205,23.5,13.6,0.239,0.417,0.339,0.386,39.3,8.7,9.3,20.7,24.7,28.0,8.7,35.3,93.849010203,67.8,18.0,31.2,50.0,CWS,6.8,0.033170731707317075,0.10615897703463133,-1.05759563018867,0.103434330913888,0.6041519208382703
"Mayza, Tim",641835,2024,175,14.4,7.7,0.287,0.471,0.349,0.382,42.4,9.3,6.6,26.5,18.5,33.1,5.3,38.4,93.76203585,65.1,10.5,23.6,37.2,NYY,5.1,0.02914285714285714,2.5304052906282335,1.8228000864133327,-1.207392081312871,-0.12819762607142224
"Webb, Jacob",657097,2024,208,24.5,11.4,0.212,0.351,0.291,0.332,33.8,7.9,6.6,18.5,35.8,25.8,5.3,34.4,93.4304094,68.5,22.2,29.0,40.8,BAL,3.0,0.014423076923076924,-2.225525339068912,-1.69126265719632,-1.0211757766953653,0.5301937645414068
"Hoeing, Bryan",663773,2024,196,20.5,6.7,0.287,0.461,0.344,0.412,36.6,7.8,6.5,24.2,17.6,40.5,3.3,45.8,95.228734768,61.6,14.9,28.3,40.2,SD,8.0,0.04081632653061224,2.446596485122664,1.9750005917127287,1.367467227951126,0.11115496916624566
"Nicolas, Kyle",693312,2024,205,22.5,13.1,0.237,0.358,0.323,0.354,34.0,8.5,3.9,24.8,23.5,36.6,2.0,40.5,94.167130662,70.5,18.6,25.2,50.8,PIT,3.2,0.015609756097560977,-0.42706580450842546,0.3861633945261467,0.9606117347210942,1.113461111329551
"Ferguson, Caleb",657571,2024,219,26.9,10.0,0.243,0.372,0.313,0.381,35.9,6.5,3.3,32.7,20.9,33.3,3.3,37.3,93.769485329,65.5,17.2,29.4,46.8,HOU,6.8,0.031050228310502283,-0.43750532330516345,0.8602098415533378,0.9666360109142448,-0.5891582591049702
"Rainey, Tanner",663432,2024,197,19.0,12.6,0.237,0.473,0.356,0.387,33.8,14.3,7.1,18.2,38.3,20.8,1.3,42.9,94.688285098,71.5,18.5,26.7,46.4,WSH,7.7,0.03908629441624366,2.1506653000029408,-2.865100915726597,-0.28640112186729033,1.7625299118451216
"Muller, Kyle",666205,2024,188,17.8,5.0,0.264,0.412,0.311,0.363,35.5,7.7,7.7,23.9,24.5,33.5,2.6,43.2,94.370308258,71.1,16.8,25.4,44.9,OAK,7.9,0.042021276595744686,1.175339584083144,0.24605507798812987,0.12307627669423216,-0.6686622423057923
